ind_0,proxy_conf_0,pred_prob_0,ind1,proxy_conf_1,pred_prob_1
"0,4,2,3,3,4,28,2,4,23,16,43",0.324,1,"0,4,2,3,3,2,28,2,4,23,16,43",0.27,1
"7,0,7,0,10,4,4,67,6,25,1,83",0.047,1,"7,0,7,0,10,4,4,67,6,25,1,30",0.198,1
"0,3,4,6,6,1,37,53,9,41,33,19",0.1,1,"0,3,4,6,6,0,37,53,9,41,33,19",0.11,1
"3,4,3,1,1,3,13,30,5,28,32,73",0.076,1,"1,4,3,1,1,3,13,30,5,28,32,73",0.072,1
"6,0,1,3,12,3,10,45,9,12,37,38",0.291,1,"6,0,1,3,12,3,10,5,9,12,37,38",0.551,1
"4,2,0,3,6,4,10,22,7,30,33,80",0.337,1,"4,2,0,0,6,4,10,22,7,30,33,80",0.034,1
"7,4,2,4,10,5,22,54,15,16,30,74",0.316,1,"7,4,2,4,10,5,22,61,15,16,30,74",0.265,1
"2,3,3,3,2,0,31,56,13,11,42,42",0.073,1,"2,3,5,3,2,0,31,56,13,11,42,42",0.073,1
"0,1,5,4,7,2,13,70,8,1,14,79",0.067,0,"0,1,5,4,7,2,13,70,12,1,14,79",0.065,0
"8,0,4,5,5,1,7,0,12,22,40,16",0.822,1,"8,0,4,5,12,1,7,0,12,22,40,16",0.824,1
"3,4,5,4,3,5,29,65,12,8,32,45",0.115,1,"3,4,5,4,3,5,29,65,12,8,32,45",0.115,1
"0,3,6,1,5,0,23,37,4,11,18,76",0.368,1,"0,4,6,1,5,0,23,37,4,11,18,76",0.363,1
"2,2,5,5,2,2,34,59,1,5,30,76",0.066,0,"2,2,6,5,2,2,34,59,1,5,30,76",0.066,0
"8,4,6,5,9,3,13,12,9,39,26,92",0.41,1,"8,4,6,5,9,3,13,12,9,39,26,92",0.41,1
"5,4,4,2,7,4,32,39,4,26,11,87",0.124,1,"5,4,4,2,7,2,32,39,4,26,11,87",0.061,1
"4,2,7,3,5,2,6,36,7,24,19,42",0.156,1,"4,2,7,3,5,2,6,36,7,24,19,76",0.108,1
"6,0,6,1,1,4,41,59,12,30,40,50",0.062,1,"6,0,6,1,1,4,41,59,12,30,40,50",0.062,1
"6,3,3,2,5,1,19,47,15,29,38,40",0.068,1,"6,3,3,2,5,1,19,47,15,29,8,40",0.093,1
"0,4,6,1,13,2,7,18,12,26,3,41",0.092,1,"1,4,6,1,13,2,7,18,12,26,3,41",0.08,1
"0,3,1,5,1,3,41,69,12,9,7,49",0.074,0,"0,3,1,5,1,3,5,69,12,9,7,49",0.09,0
"4,1,6,4,10,0,12,10,3,35,11,4",0.834,1,"4,1,6,4,10,5,12,10,3,35,11,4",0.662,1
"1,1,2,0,6,1,11,26,15,14,30,26",0.192,1,"1,1,2,0,6,1,11,26,0,14,30,26",0.122,1
"7,2,3,1,8,3,26,50,12,12,33,76",0.047,1,"7,2,3,1,8,3,26,50,12,12,33,71",0.048,1
"7,1,1,0,4,5,2,24,3,6,8,37",0.884,0,"7,1,1,6,4,5,2,24,3,6,8,37",0.916,0
"0,1,5,0,5,2,26,47,1,19,15,65",0.029,1,"0,1,1,0,5,2,26,47,1,19,15,65",0.029,1
"7,1,7,5,4,2,26,14,9,40,29,60",0.309,1,"7,4,7,5,4,2,26,14,9,40,29,60",0.3,1
"7,1,1,1,4,0,38,38,10,41,2,35",0.849,1,"7,1,1,1,4,0,38,38,10,19,2,35",0.867,1
"7,3,4,5,4,5,36,45,4,2,8,36",0.713,0,"7,3,4,5,4,5,20,45,4,2,8,36",0.763,0
"5,1,7,3,10,4,13,69,15,19,4,11",0.533,1,"5,1,7,3,10,4,13,69,15,19,38,11",0.263,1
"7,3,7,1,10,4,19,36,15,37,35,21",0.333,1,"7,3,7,0,10,4,19,36,15,37,35,21",0.05,1
"4,4,6,1,6,4,2,3,3,33,9,60",0.386,1,"4,4,6,1,6,1,2,3,3,33,9,60",0.503,1
"5,0,0,5,2,3,17,38,5,13,43,44",0.232,1,"5,0,0,5,12,3,17,38,5,13,43,44",0.232,1
"8,4,3,4,12,4,9,25,6,41,43,54",0.462,1,"8,4,3,4,12,4,9,25,8,41,43,54",0.47,1
"0,0,0,6,9,5,23,7,2,8,22,54",0.216,0,"0,0,0,6,2,5,23,7,2,8,22,54",0.211,0
"6,0,2,0,1,5,27,35,11,36,32,66",0.14,1,"6,0,2,0,1,5,10,35,11,36,32,66",0.268,1
"8,4,0,4,9,4,37,38,0,25,36,81",0.251,1,"8,4,0,4,9,4,37,72,0,25,36,81",0.086,1
"3,3,0,1,0,4,26,49,14,22,41,19",0.122,1,"3,3,0,1,0,4,26,49,14,22,41,19",0.122,1
"6,3,4,0,10,4,16,25,12,39,8,58",0.034,1,"6,3,4,0,10,4,5,25,12,39,8,58",0.035,1
"9,4,1,0,13,5,5,37,1,3,6,78",0.531,1,"9,4,3,0,13,5,5,37,1,3,6,78",0.534,1
"7,2,5,4,12,5,23,34,4,36,29,40",0.552,1,"7,2,5,4,12,5,23,34,10,36,29,40",0.62,1
"4,1,3,4,1,5,33,44,9,24,6,54",0.191,1,"4,1,2,4,1,5,33,44,9,24,6,54",0.191,1
"4,1,2,6,12,4,10,10,0,13,17,84",0.298,1,"4,1,2,6,12,2,10,10,0,13,17,84",0.195,1
"0,2,4,0,6,4,25,74,2,30,35,99",0.029,1,"0,2,4,0,6,4,25,74,2,30,39,99",0.029,1
"9,1,4,5,7,0,13,68,6,11,33,82",0.144,1,"9,1,4,5,7,0,13,68,6,11,33,47",0.182,1
"9,1,6,1,4,0,39,72,12,15,14,84",0.299,1,"9,1,6,2,4,0,39,72,12,15,14,84",0.071,1
"9,4,4,1,6,0,30,24,9,0,22,71",0.728,1,"9,3,4,1,6,0,30,24,9,0,22,71",0.808,1
"6,2,3,5,0,4,18,70,9,3,41,64",0.205,1,"6,2,3,5,0,4,18,70,9,3,13,64",0.184,0
"7,1,5,4,5,0,20,74,3,32,11,57",0.259,1,"7,1,5,4,5,0,20,74,3,32,11,90",0.163,1
"4,0,6,3,7,5,14,60,3,36,43,92",0.18,1,"4,0,6,2,7,5,14,60,3,36,43,92",0.169,1
"9,2,6,1,9,1,21,43,10,8,40,11",0.084,1,"9,2,6,1,9,1,23,43,10,8,40,11",0.082,1
"9,2,0,0,8,1,22,43,11,30,0,46",0.308,1,"9,2,0,0,8,1,22,43,11,30,39,46",0.031,1
"6,2,5,2,13,4,5,59,8,36,28,31",0.204,1,"6,2,5,2,13,4,5,18,8,36,28,31",0.596,1
"0,1,4,4,2,3,26,43,6,20,19,34",0.107,1,"0,1,4,4,2,3,26,43,6,17,19,34",0.104,1
"6,1,0,6,12,1,26,40,0,34,14,56",0.331,1,"6,1,0,6,12,1,26,40,0,34,14,56",0.331,1
"3,2,0,0,4,5,15,60,11,21,32,73",0.035,1,"3,2,0,0,4,5,15,60,11,21,32,73",0.035,1
"7,1,2,0,12,4,23,15,5,39,40,96",0.032,1,"7,1,2,0,12,4,31,15,5,39,40,96",0.031,1
"4,4,2,2,10,3,31,49,5,29,4,98",0.057,1,"4,4,2,2,10,3,31,21,5,29,4,98",0.14,1
"5,4,1,3,0,2,10,10,3,11,28,9",0.672,1,"5,4,1,3,0,2,10,10,3,11,6,9",0.632,0
"2,3,0,3,0,5,40,71,2,18,34,51",0.059,1,"2,3,0,3,0,5,40,43,2,18,34,51",0.102,1
"8,4,7,5,9,4,32,6,7,8,4,67",0.743,0,"8,4,7,5,9,4,32,6,7,6,4,67",0.754,0
"2,2,5,4,2,2,27,70,13,8,26,61",0.056,1,"2,2,5,4,2,2,27,45,13,8,26,61",0.083,1
"4,1,4,6,10,0,9,30,12,32,21,2",0.682,1,"4,1,4,6,10,3,9,30,12,32,21,2",0.445,1
"1,4,4,0,8,1,31,28,6,6,42,22",0.032,1,"1,4,4,0,8,1,31,28,5,6,42,22",0.032,1
"2,3,2,2,7,2,20,47,8,9,27,85",0.045,1,"0,3,2,2,7,2,20,47,8,9,27,85",0.044,1
"8,3,3,5,7,5,25,54,11,27,40,44",0.441,1,"8,3,3,5,7,5,25,54,11,27,19,44",0.463,1
"8,3,7,4,9,5,11,15,12,17,42,73",0.697,1,"8,3,2,4,9,5,11,15,12,17,42,73",0.694,1
"3,4,7,2,7,2,21,43,14,13,43,15",0.08,1,"3,4,3,2,7,2,21,43,14,13,43,15",0.082,1
"1,3,4,1,5,5,12,21,11,14,23,87",0.342,1,"1,3,4,1,5,5,12,21,13,14,23,87",0.335,1
"5,0,2,5,6,3,22,70,14,1,40,5",0.394,0,"5,0,2,5,6,3,22,70,14,1,35,5",0.389,0
"7,1,4,1,1,2,40,20,12,37,38,9",0.103,1,"7,1,4,1,1,2,14,20,12,37,38,9",0.276,1
"2,1,5,2,6,3,17,6,2,32,38,15",0.548,1,"2,1,5,2,6,2,17,6,2,32,38,15",0.512,1
"7,1,5,4,5,2,10,53,15,18,0,54",0.158,1,"8,1,5,4,5,2,10,53,15,18,0,54",0.17,1
"1,3,6,6,7,1,33,0,10,33,30,28",0.525,1,"1,3,6,6,7,1,33,0,10,33,30,28",0.525,1
"7,3,7,5,3,4,30,68,8,18,14,15",0.267,1,"7,3,7,5,3,5,30,68,8,18,14,15",0.462,1
"8,3,5,5,0,2,13,42,13,36,15,12",0.314,1,"8,3,5,5,0,2,13,42,13,36,15,54",0.159,1
"7,1,0,0,9,1,2,5,13,13,15,36",0.394,1,"7,1,0,0,9,1,28,5,13,13,15,36",0.397,1
"0,0,7,0,11,5,21,7,3,8,40,26",0.415,0,"0,0,7,0,12,5,21,7,3,8,40,26",0.415,0
"6,3,6,5,13,3,36,66,6,34,39,68",0.067,1,"3,3,6,5,13,3,36,66,6,34,39,68",0.053,1
"3,2,7,0,8,0,16,24,11,32,12,45",0.967,1,"3,2,6,0,8,0,16,24,11,32,12,45",0.967,1
"7,4,5,6,0,5,15,62,2,23,25,95",0.211,1,"7,4,5,6,0,5,15,43,2,23,25,95",0.357,1
"6,3,4,3,1,3,23,10,6,35,39,82",0.438,1,"6,3,4,3,1,3,23,10,6,35,32,82",0.377,1
"3,0,1,2,2,5,2,0,0,3,24,8",0.852,0,"3,0,5,2,2,5,2,0,0,3,24,8",0.852,0
"3,2,3,0,8,4,29,7,11,13,25,48",0.067,1,"3,2,3,0,8,4,29,7,11,13,20,48",0.065,1
"8,2,3,6,3,3,26,15,4,0,41,45",0.704,0,"8,2,5,6,3,3,26,15,4,0,41,45",0.707,0
"0,4,3,1,4,5,23,71,10,11,22,51",0.082,0,"7,4,3,1,4,5,23,71,10,11,22,51",0.312,1
"1,4,7,6,7,5,22,43,9,20,22,49",0.095,1,"1,4,7,6,7,0,22,43,9,20,22,49",0.122,1
"3,4,4,1,10,3,41,66,3,35,16,26",0.04,1,"6,4,4,1,10,3,41,66,3,35,16,26",0.039,1
"3,0,7,1,13,0,15,57,5,4,4,60",0.397,0,"3,0,7,1,13,0,15,57,5,29,4,60",0.483,1
"5,2,3,2,8,1,21,65,5,6,15,38",0.064,0,"5,2,3,2,8,0,21,65,5,6,15,38",0.093,0
"6,0,7,5,6,2,34,73,5,40,33,95",0.071,1,"6,0,7,5,6,2,34,73,5,40,33,95",0.071,1
"4,1,6,3,10,0,20,17,7,8,35,62",0.238,1,"4,1,6,3,10,0,20,17,7,8,35,62",0.238,1
"0,1,5,0,0,2,2,33,8,34,39,1",0.032,1,"5,1,5,0,0,2,2,33,8,34,39,1",0.03,1
"8,3,0,3,6,1,35,65,5,5,41,93",0.054,1,"8,3,0,4,6,1,35,65,5,5,41,93",0.071,1
"7,4,0,3,11,3,36,70,13,26,11,55",0.071,1,"7,4,0,3,11,3,36,70,13,26,11,55",0.071,1
"6,4,5,4,9,0,25,15,8,14,27,69",0.587,1,"6,4,5,4,10,0,25,15,8,14,27,69",0.585,1
"3,0,3,6,11,5,21,43,8,21,17,8",0.285,1,"3,0,3,6,11,5,21,43,8,21,16,8",0.288,1
"9,2,5,4,11,3,35,61,7,26,33,14",0.266,1,"4,2,5,4,11,3,35,61,7,26,33,14",0.096,1
"9,0,6,5,9,4,23,43,13,41,36,61",0.452,1,"9,3,6,5,9,4,23,43,13,41,36,61",0.378,1
"7,0,0,0,8,0,34,61,14,2,13,98",0.344,1,"7,0,0,0,8,0,34,61,14,2,23,98",0.324,1
"2,2,0,5,5,2,32,40,7,29,11,64",0.116,1,"2,2,6,5,5,2,32,40,7,29,11,64",0.116,1
"8,3,1,5,5,5,16,21,9,3,33,69",0.71,0,"8,3,1,5,3,5,16,21,9,3,33,69",0.71,1
"3,1,7,1,3,0,28,33,5,5,8,59",0.7,1,"3,1,7,1,3,0,28,33,5,27,8,59",0.715,1
"0,3,7,2,9,4,29,69,7,0,18,88",0.05,0,"0,3,7,2,9,4,29,54,7,0,18,88",0.059,0
"8,4,3,6,2,5,17,0,3,18,4,32",0.929,1,"8,4,4,6,2,5,17,0,3,18,4,32",0.929,1
"0,4,7,4,6,3,20,6,13,40,25,71",0.178,1,"0,4,7,4,6,3,20,6,13,40,25,71",0.178,1
"1,2,7,3,10,0,2,69,0,3,33,73",0.071,0,"1,2,7,3,10,0,8,69,0,3,33,73",0.068,0
"1,4,5,0,6,1,9,61,2,0,0,97",0.029,0,"1,4,5,0,6,1,9,61,12,0,0,97",0.029,0
"2,0,2,3,10,1,27,71,3,6,15,31",0.087,0,"2,0,2,3,10,1,16,71,3,6,15,31",0.098,0
"7,3,7,6,4,4,35,9,13,35,17,47",0.56,1,"7,3,7,6,4,4,35,57,13,35,17,47",0.171,1
"9,2,2,2,12,1,20,71,1,33,17,3",0.241,1,"9,2,2,2,12,1,20,71,8,33,17,3",0.111,1
"8,4,0,4,6,4,5,72,12,40,23,42",0.181,1,"8,4,0,4,6,4,5,72,12,40,23,42",0.181,1
"4,1,4,4,9,4,39,69,1,25,1,75",0.106,1,"4,1,2,4,9,4,39,69,1,25,1,75",0.106,1
"5,0,4,2,13,0,31,17,11,9,34,16",0.798,1,"5,0,4,2,13,0,31,58,11,9,34,16",0.132,1
"6,4,7,5,10,3,29,57,7,36,11,93",0.089,1,"6,3,7,5,10,3,29,57,7,36,11,93",0.094,1
"2,2,1,1,1,5,7,9,11,27,3,65",0.357,1,"2,2,6,1,1,5,7,9,11,27,3,65",0.38,1
"3,3,5,1,7,4,17,3,8,2,36,54",0.598,1,"3,3,5,1,7,4,17,3,8,2,36,54",0.598,1
"2,3,4,4,4,5,20,64,9,25,16,67",0.089,1,"2,3,4,4,4,5,20,64,9,0,16,67",0.106,0
"7,4,1,3,9,2,3,50,6,9,29,40",0.141,1,"7,4,2,3,9,2,3,50,6,9,29,40",0.142,1
"9,4,2,6,10,0,15,26,3,25,23,34",0.917,1,"9,4,2,6,10,0,15,26,3,25,23,34",0.917,1
"8,1,0,3,13,1,12,62,7,17,13,87",0.074,1,"8,1,0,3,13,1,12,62,7,17,13,73",0.084,1
"5,2,2,5,9,3,11,2,9,4,13,69",0.397,1,"5,2,2,5,12,3,11,2,9,4,13,69",0.391,0
"1,3,4,0,13,3,33,0,1,6,15,33",0.033,0,"1,3,4,0,13,3,33,0,1,6,18,33",0.032,1
"8,2,0,1,5,1,1,21,0,4,35,22",0.319,1,"8,2,0,1,5,1,1,31,0,4,35,22",0.184,1
"8,3,7,3,8,3,4,10,0,35,6,82",0.201,1,"8,3,7,3,8,3,4,51,0,35,6,82",0.113,1
"8,2,0,3,11,4,3,55,5,33,5,19",0.539,1,"8,2,0,3,4,4,3,55,5,33,5,19",0.512,1
"2,3,4,0,13,0,0,49,11,23,14,35",0.881,1,"2,3,4,0,13,0,0,49,11,37,14,35",0.887,1
"6,0,4,5,3,1,30,25,15,27,26,47",0.252,1,"6,0,4,5,3,4,30,25,15,27,26,47",0.479,1
"0,3,7,1,1,0,26,56,13,17,17,32",0.362,1,"0,3,7,1,1,5,26,56,13,17,17,32",0.158,1
"2,2,4,5,10,4,35,1,4,17,17,15",0.629,1,"2,2,4,5,10,4,35,1,4,17,17,15",0.629,1
"2,3,4,0,0,5,19,65,13,26,29,32",0.067,1,"2,2,4,0,0,5,19,65,13,26,29,32",0.065,1
"3,4,6,0,3,0,9,49,3,0,10,77",0.343,1,"9,4,6,0,3,0,9,49,3,0,10,77",0.357,1
"6,2,1,0,4,3,2,20,11,41,41,95",0.029,1,"6,2,1,0,4,3,2,20,11,20,41,95",0.03,1
"8,1,6,0,9,3,22,67,11,9,35,37",0.03,1,"8,1,2,0,9,3,22,67,11,9,35,37",0.03,1
"5,2,0,6,6,5,37,22,0,33,23,63",0.341,1,"5,2,0,6,6,5,37,22,0,26,23,63",0.367,1
"1,2,1,4,11,2,37,43,12,4,7,23",0.131,0,"1,2,1,4,11,2,18,43,12,4,7,23",0.147,0
"4,2,5,2,1,5,36,64,1,1,29,39",0.348,0,"4,2,5,2,1,5,36,64,1,1,29,39",0.348,0
"5,2,7,0,1,4,11,15,10,21,30,11",0.377,1,"5,2,7,0,1,4,11,15,10,36,30,11",0.282,1
"9,2,4,2,8,2,11,74,15,15,18,89",0.037,1,"9,2,4,2,8,2,11,74,15,20,18,89",0.037,1
"9,1,3,1,0,1,8,69,1,14,9,13",0.175,1,"9,1,3,1,0,2,8,69,1,14,9,13",0.051,1
"9,0,6,3,4,2,26,67,6,11,20,5",0.357,0,"9,0,6,3,4,2,26,67,6,0,20,5",0.512,0
"9,0,5,0,10,2,13,36,13,17,19,51",0.029,1,"9,0,5,0,10,3,13,36,13,17,19,51",0.03,1
"6,3,7,1,12,0,15,74,11,23,25,20",0.335,1,"6,3,7,1,12,0,15,24,11,23,25,20",0.959,1
"0,3,6,2,5,1,6,37,2,9,7,28",0.157,0,"0,3,6,2,5,1,6,37,2,9,7,38",0.135,0
"9,1,7,1,9,1,33,70,15,23,43,63",0.033,1,"9,1,7,1,9,1,33,70,15,23,43,43",0.036,1
"9,2,0,5,5,4,7,4,13,2,12,89",0.721,0,"9,2,0,5,5,4,7,4,13,2,12,37",0.926,0
"0,0,2,3,0,3,6,66,12,29,16,30",0.102,1,"0,0,2,3,0,3,6,66,12,13,16,30",0.105,1
"7,2,2,2,3,4,29,9,1,4,28,24",0.883,0,"7,2,4,2,3,4,29,9,1,4,28,24",0.883,0
"6,2,7,2,2,5,18,6,0,17,34,42",0.612,1,"6,2,7,2,2,5,18,33,0,17,34,42",0.517,1
"7,2,5,4,10,4,23,47,3,13,40,65",0.32,1,"7,2,5,6,10,4,23,47,3,13,40,65",0.317,1
"5,2,3,0,0,2,9,71,0,0,32,84",0.029,1,"5,2,1,0,0,2,9,71,0,0,32,84",0.029,1
"7,2,1,0,1,1,17,0,9,8,23,97",0.029,1,"7,2,1,0,1,1,31,0,9,8,23,97",0.029,1
"0,0,2,2,9,3,31,60,6,8,24,46",0.046,0,"0,0,2,2,9,3,31,74,6,8,24,46",0.042,0
"2,0,6,0,12,4,28,21,9,33,33,2",0.154,1,"2,0,6,0,12,4,28,10,9,33,33,2",0.245,1
"3,1,1,5,11,1,14,53,5,20,19,52",0.119,1,"3,1,1,5,11,1,14,53,5,20,36,52",0.103,1
"2,0,7,1,10,1,5,13,4,13,22,61",0.116,1,"2,0,7,1,10,1,5,37,4,13,22,61",0.052,1
"9,2,7,1,0,5,13,6,1,32,32,21",0.639,1,"2,2,7,1,0,5,13,6,1,32,32,21",0.573,1
"1,3,5,5,4,2,4,60,12,12,20,92",0.075,1,"1,3,5,5,4,2,4,60,14,12,20,92",0.074,1
"9,0,2,3,12,0,14,25,4,41,8,66",0.547,1,"9,0,2,3,12,0,14,25,0,41,8,66",0.505,1
"4,4,5,6,5,1,40,46,4,8,30,12",0.17,0,"4,3,5,6,5,1,40,46,4,8,30,12",0.175,0
"3,4,0,0,5,5,13,41,2,16,2,76",0.203,1,"3,4,0,0,2,5,13,41,2,16,2,76",0.179,1
"1,0,5,3,4,1,0,54,10,2,37,38",0.096,1,"1,0,5,3,4,1,0,54,10,5,37,38",0.099,1
"7,2,2,5,4,2,23,33,2,0,6,92",0.181,0,"7,2,2,0,4,2,23,33,2,0,6,92",0.029,1
"8,3,0,4,13,3,33,53,0,32,24,16",0.218,1,"8,3,0,4,13,3,33,53,0,28,24,16",0.238,1
"9,0,7,1,13,2,21,58,5,27,42,11",0.047,1,"9,0,1,1,13,2,21,58,5,27,42,11",0.048,1
"1,2,3,0,8,1,28,64,4,38,8,31",0.241,1,"1,4,3,0,8,1,28,64,4,38,8,31",0.057,1
"9,0,1,3,5,3,15,2,5,29,33,2",0.726,1,"9,0,1,3,5,3,15,2,3,29,33,2",0.734,1
"4,4,2,0,0,2,0,58,7,10,15,98",0.029,1,"4,4,2,0,0,2,0,58,7,10,15,98",0.029,1
"5,0,6,6,9,2,40,58,0,4,27,41",0.132,0,"5,0,6,6,5,2,40,58,0,4,27,41",0.133,0
"6,1,6,6,10,2,3,12,3,11,18,69",0.383,1,"6,1,6,6,10,2,3,12,3,35,18,69",0.256,1
"7,4,3,5,4,1,9,23,2,30,19,61",0.419,1,"7,4,6,5,4,1,9,23,2,30,19,61",0.428,1
"9,3,2,3,8,5,35,20,11,7,17,47",0.911,0,"9,3,2,3,8,5,35,56,11,7,17,47",0.738,0
"3,0,3,1,12,5,36,40,2,39,42,81",0.111,1,"3,0,4,1,12,5,36,40,2,39,42,81",0.112,1
"0,3,4,1,13,5,24,64,8,3,6,17",0.726,0,"0,3,4,1,13,3,24,64,8,3,6,17",0.143,0
"5,1,2,2,2,5,16,39,4,31,34,64",0.312,1,"5,1,2,2,6,5,16,39,4,31,34,64",0.319,1
"3,2,6,1,12,3,28,20,7,5,0,27",0.401,0,"3,2,6,1,12,3,28,20,4,5,0,27",0.42,0
"3,4,5,5,3,2,28,49,7,12,18,48",0.1,1,"3,4,5,0,3,2,28,49,7,12,18,48",0.029,1
"5,4,1,0,12,4,5,74,10,41,30,50",0.03,1,"5,4,1,0,12,4,5,63,10,41,30,50",0.03,1
"2,0,1,0,4,0,18,16,10,30,30,88",0.735,1,"2,0,1,1,4,0,18,16,10,30,30,88",0.613,1
"6,0,0,1,3,2,29,48,10,4,1,84",0.034,0,"6,0,0,1,3,2,29,48,10,25,1,84",0.031,1
"4,4,5,5,5,1,18,26,4,26,8,20",0.581,1,"4,4,5,5,5,1,18,26,4,26,8,64",0.274,1
"6,3,4,4,3,0,11,40,15,13,32,33",0.207,1,"6,3,4,4,3,0,11,40,15,13,32,33",0.207,1
"6,0,4,6,9,2,8,68,6,37,22,73",0.113,1,"6,0,4,6,9,2,8,68,1,37,22,73",0.121,1
"9,2,0,6,8,5,26,53,15,11,15,40",0.651,0,"9,2,3,6,8,5,26,53,15,11,15,40",0.656,0
"9,2,4,1,10,0,38,56,2,24,18,17",0.674,1,"9,2,4,1,10,0,38,56,6,24,18,17",0.696,1
"3,3,0,1,2,2,24,8,6,29,25,52",0.049,1,"3,3,0,1,2,2,24,8,6,29,25,3",0.196,1
"9,2,0,0,3,5,19,51,3,22,40,16",0.339,1,"6,2,0,0,3,5,19,51,3,22,40,16",0.15,1
"1,3,6,4,6,2,27,28,10,3,14,63",0.116,0,"1,3,6,4,6,2,27,28,10,3,14,24",0.16,0
"9,1,1,4,2,5,27,74,5,14,36,81",0.389,1,"9,1,5,4,2,5,27,74,5,14,36,81",0.397,1
"2,4,4,2,6,3,3,42,0,39,5,49",0.127,1,"2,4,4,2,6,3,3,42,0,39,5,49",0.127,1
"1,4,6,0,11,1,15,0,6,23,13,60",0.559,1,"0,4,6,0,11,1,15,0,6,23,13,60",0.607,1
"4,0,0,2,5,1,8,24,11,31,7,39",0.293,1,"4,0,0,2,5,1,8,24,11,31,7,86",0.145,1
"3,3,0,0,10,1,22,35,0,10,38,11",0.032,1,"3,3,0,0,10,1,22,35,0,17,38,11",0.034,1
"8,2,1,2,4,2,9,35,1,9,10,66",0.123,1,"8,2,1,2,4,2,9,35,1,9,10,66",0.123,1
"3,3,5,6,9,0,12,33,13,25,14,43",0.323,1,"4,3,5,6,9,0,12,33,13,25,14,43",0.369,1
"3,4,2,2,12,5,11,5,3,22,39,49",0.541,1,"3,4,2,2,7,5,11,5,3,22,39,49",0.509,1
"4,4,5,3,6,1,15,44,9,41,18,30",0.125,1,"4,4,5,3,6,1,15,44,9,41,18,5",0.167,1
"4,1,0,2,10,5,15,49,4,9,41,18",0.527,1,"4,1,0,2,10,5,15,24,4,9,41,18",0.727,1
"2,1,2,1,8,4,29,47,0,1,5,20",0.775,0,"2,1,2,1,8,4,29,47,0,15,5,20",0.468,1
"5,2,3,4,8,2,18,16,15,36,19,85",0.211,1,"5,2,3,1,8,2,18,16,15,36,19,85",0.038,1
"6,3,5,6,0,3,32,70,4,35,13,60",0.098,1,"6,3,5,6,0,3,32,70,4,35,13,76",0.089,1
"8,3,3,2,6,3,21,37,14,9,5,76",0.152,1,"8,3,3,2,6,2,21,37,14,9,5,76",0.117,1
"4,3,0,6,2,4,16,19,13,25,5,10",0.565,1,"4,3,0,6,2,4,0,19,13,25,5,10",0.666,1
"1,2,1,4,6,4,31,62,2,41,13,81",0.077,1,"1,2,1,4,6,1,31,62,2,41,13,81",0.076,1
"8,1,7,1,9,0,33,29,1,22,31,98",0.207,1,"8,1,7,1,9,0,33,12,1,22,31,98",0.327,1
"7,3,0,4,13,0,12,16,6,18,36,59",0.653,1,"7,3,2,4,13,0,12,16,6,18,36,59",0.655,1
"4,0,4,1,7,3,6,13,3,16,35,85",0.241,1,"3,0,4,1,7,3,6,13,3,16,35,85",0.19,1
"3,3,4,2,11,3,11,6,5,28,36,61",0.423,1,"3,3,5,2,11,3,11,6,5,28,36,61",0.425,1
